product_cat2,mu,sigma,p90,p95,n,use_global
한식반찬(비비고) [X],110.73889751552795,174.16509191903262,255.0,397.0,2,True
한식양념장,110.73889751552795,174.16509191903262,255.0,397.0,27,True
핫도그,62.338935574229694,47.591044658003746,113.40000000000003,151.2,357,False
해바라기유,110.73889751552795,174.16509191903262,255.0,397.0,9,True
해바라기유 가정용,110.73889751552795,174.16509191903262,255.0,397.0,4,True
햇반 성형밥(BC),70.65853658536585,52.66952178145996,134.0,143.0,41,False
햇반 성형밥(OEM),68.22839506172839,55.388111517041025,139.9,189.2999999999996,162,False
햇반 파우치밥,80.95172413793104,59.75066942744114,152.6,191.19999999999993,145,False
허브맛솔트가정용,110.73889751552795,174.16509191903262,255.0,397.0,1,True
혈행건강,110.73889751552795,174.16509191903262,255.0,397.0,2,True
혼합밀가루,110.73889751552795,174.16509191903262,255.0,397.0,1,True
혼합소시지,110.73889751552795,174.16509191903262,255.0,397.0,12,True
홍인마,110.73889751552795,174.16509191903262,255.0,397.0,6,True
후랑크,27.489247311827956,39.76385120777816,38.0,43.75,186,False
후랑크업소용,110.73889751552795,174.16509191903262,255.0,397.0,1,True
흑삼,110.73889751552795,174.16509191903262,255.0,397.0,7,True
